subgroup,size,reliable,Accuracy,TPR,FPR,ECE
East Asian_Young,414,True,0.8768115942028986,0.8583690987124464,0.09944751381215469,0.049891727306128716
East Asian_Old,102,True,0.9019607843137255,0.8870967741935484,0.075,0.0762727218223553
White_Middle,1376,True,0.9454941860465116,0.949438202247191,0.058734939759036146,0.010683741450288105
Latino_Hispanic_Middle,1031,True,0.95635305528613,0.9520958083832335,0.03962264150943396,0.013711361129606515
Southeast Asian_Middle,865,True,0.9167630057803469,0.8990825688073395,0.06526806526806526,0.03985313310831613
Black_Middle,928,True,0.8836206896551724,0.8997867803837953,0.1328976034858388,0.03355657786195135
Southeast Asian_Young,421,True,0.8432304038004751,0.7973568281938326,0.10309278350515463,0.07272591106505123
Indian_Middle,930,True,0.9591397849462365,0.9591397849462365,0.04086021505376344,0.012222694757805058
Middle Eastern_Old,179,True,0.9553072625698324,0.9645390070921985,0.07894736842105263,0.036227288088818504
East Asian_Middle,1034,True,0.9081237911025145,0.8672199170124482,0.05615942028985507,0.032482142536765825
Middle Eastern_Middle,819,True,0.9597069597069597,0.9637023593466425,0.048507462686567165,0.017017674127477667
Indian_Young,387,True,0.834625322997416,0.7790055248618785,0.11650485436893204,0.047611483678375734
Black_Old,144,True,0.8333333333333334,0.8787878787878788,0.20512820512820512,0.08843987974493454
Indian_Old,199,True,0.9447236180904522,0.9439252336448598,0.05434782608695652,0.037269126436668444
White_Young,407,True,0.7960687960687961,0.745,0.15458937198067632,0.08010643407592612
Middle Eastern_Young,211,True,0.8483412322274881,0.8099173553719008,0.1,0.08702901132863847
Latino_Hispanic_Old,180,True,0.9444444444444444,0.9714285714285714,0.09333333333333334,0.04303504947779907
Black_Young,484,True,0.743801652892562,0.7272727272727273,0.23636363636363636,0.09051138305005207
Southeast Asian_Old,129,True,0.8992248062015504,0.875,0.07017543859649122,0.053922317849919785
Latino_Hispanic_Young,412,True,0.808252427184466,0.7112299465240641,0.1111111111111111,0.06668252735715177
White_Old,302,True,0.9337748344370861,0.9571428571428572,0.11956521739130435,0.03544454910292827
