epoch,train_loss,train_acc,val_loss,val_acc,swats_phase
1,0.3624918316128123,0.8291519561928092,0.27502830826006763,0.8783791573001326,N/A
2,0.27676466449497483,0.876446429858059,0.24489926785559943,0.8925010087036717,N/A
3,0.2419683701015662,0.8962461272425968,0.2363580994524103,0.8957865006628624,N/A
4,0.216553923512052,0.9075437711650696,0.22308245037457672,0.9050089342325206,N/A
5,0.19649220184144361,0.917040132574393,0.22370140526176158,0.9050089342325206,N/A
6,0.17916294883502112,0.9261618272209814,0.22788361033585958,0.9043748919246066,N/A
7,0.16642414231313613,0.9308163412349593,0.2293135054087057,0.9032797279382097,N/A
